00084.wav	00001-00250-99bbb30c	VER	Amẹ́ríkà yóò ran Nàíjíríà lọ́wọ́ nípa ètò ajé, okòwò, ààbò àti ẹ̀kọ́.
00085.wav	00001-00250-99bbb30c	VER	Wọ́n ṣe ìfọwọ́sowọ́pọ̀ lórí ètò ìlera fún àǹfààní orílẹ̀ èdè méjéèjì.
00086.wav	00001-00250-99bbb30c	VER	Bàbá náà sọ̀rọ̀ yìí níbi ayẹyẹ àádọ́rin ọdún tí wọń gba òmìnira.
00089.wav	00001-00250-99bbb30c	VER	Orílẹ̀ èdè Amẹ́ríkà ti pèsè ètò ìrànlọ́wọ́ fún Nàìjíríà.
00090.wav	00001-00250-99bbb30c	VER	Adarí fún ọ̀rọ̀ òkèèrè ilẹ̀ Nàìjíríà tẹpẹlẹ mọ́ ìfọwọ́sowọ́pọ̀ náà.
00091.wav	00001-00250-99bbb30c	VER	Àyìndé máa ń parọ́ lọ́pọ̀lọpọ̀ kódà èṣù ò parọ́ tó o.
00092.wav	00001-00250-99bbb30c	VER	Àjọṣe tó dán mọ́rán wà láàárín orílẹ̀-èdè méjèèjì.
00093.wav	00001-00250-99bbb30c	VER	Àwọn àáfáà gbàdúrà fún àlàáfíà orílẹ̀-èdè Nàíjíríà.
00095.wav	00001-00250-99bbb30c	VER	Ààrẹ Bùhárí lo àsìkò ayẹyẹ náà láti fi gbàdúrà fún tọkọ-taya.
00096.wav	00001-00250-99bbb30c	VER	A mọ rírí rẹ̀ torí náà ni a ṣe ń jó tí à ń yọ̀.
00097.wav	00001-00250-99bbb30c	VER	Nàìjíríà ti fẹnukò láti dá àwọn ẹlẹ́wọ̀n padà sílẹ̀.
00098.wav	00001-00250-99bbb30c	VER	Wọ́n dá àwọn ẹlẹ́wọ̀n tó wà lọ́gbà ẹ̀wọ̀n lórílẹ̀ èdè Ṣáínà padà sílé
00099.wav	00001-00250-99bbb30c	VER	Ọlọ́run kò dà bí ènìyàn, ènìyàn aronipin.
00101.wav	00001-00250-99bbb30c	VER	Àjọ ìdìbò yóò ríi dájú pé kò sí ìwà màgò-mágó ní ìgbà ìdìbò.
00102.wav	00001-00250-99bbb30c	VER	Bírí-bírí layé ń yí bẹ́ẹ̀ ni àwa ẹ̀dá inú ẹ̀ ń yí pẹ̀lú.
00103.wav	00001-00250-99bbb30c	VER	Adelé ní ìfọ̀rọ̀wánilẹ́nuwò pẹ̀lú àwọn akọ̀ròyìn.
00107.wav	00001-00250-99bbb30c	VER	Ó rọ̀ wọ́n láti fọwọ́sowọ́pọ̀ pẹ̀lú àjọ náà kí wọn lè ṣe àṣeyọrí.
00108.wav	00001-00250-99bbb30c	VER	Ilé-ẹjọ́ gíga dá Kíkẹ́ láre gẹ́gẹ́ bi ó ṣe wà nínú  ìwé òfin.
00109.wav	00001-00250-99bbb30c	VER	Bí wọ́n ṣe ń paná ọ̀tẹ̀ kan ni òmíràn ń rú.
00111.wav	00001-00250-99bbb30c	VER	Nínú ẹjọ́ tí adájọ́ dá ni ó ti sọ pé olùfẹ̀sùnkàn kò ní ẹ̀rí tó le.
00112.wav	00001-00250-99bbb30c	VER	Ilé ẹjọ́ gíga da ẹjọ́ kòtẹ́milọ́rùn tí wọn pè tako àṣeyọrí Ọbásànjọ́
00113.wav	00001-00250-99bbb30c	VER	Ilé ẹjọ́ gíga ti gbà á gẹ́gẹ́ bíi ẹni tó jáwé olúborí nínú ètò ìdìbò ọdùn yìí
00114.wav	00001-00250-99bbb30c	VER	Adájọ́ náà dá ẹjọ́ kòtẹ́milọ́rùn torí pé ẹjọ́ náà kò múnádóko tó.
00115.wav	00001-00250-99bbb30c	VER	Àwọn ìgbìmọ̀ ẹlẹ́nu márùn-ún ilé ẹjọ́ kòtẹ́milọ́rùn da ẹjọ́ náà sígbó.
00116.wav	00001-00250-99bbb30c	VER	Olùpẹ̀jọ́ náà kò ní ẹ̀rí tó múnádóko láti fi han àwọn ilé ẹjọ́ náà.
00117.wav	00001-00250-99bbb30c	VER	Ilé-ẹjọ́ gíga dá Abíọ́lá láre nínú ètò ìdìbò ìpínlẹ̀ Èkó
00120.wav	00001-00250-99bbb30c	VER	Ẹ jẹ́ ẹni tó ṣe é fọkàn tán àti ọmọ orílẹ̀ èdè Nàíjíríà rere.
00122.wav	05251-05500-PB050cdf	VER	Àti ẹni tó mọ̀ ọ́, àti ẹni tí ò mọ̀ ọ́ ni ó ń ṣe àfẹ́rí iṣẹ́ ẹ̀ rẹ.
00124.wav	00001-00250-99bbb30c	VER	Oúnjẹ tí mo fẹ́ràn jùlọ ni èkuru àti ẹ̀kọ́ pẹ̀lú ata díndín.
00125.wav	00001-00250-99bbb30c	VER	Èèyàn gbọdọ̀ mọ ojúse rẹ̀ láti jẹ onítara àti láti má dáwọ́ lé wàhálà.
00127.wav	00001-00250-99bbb30c	VER	Ìyàtọ̀ ńlá àti ìdàgbàsókè ló ti dé bá orílẹ̀ èdè Nàìjíríà láti bí ogún ọdún sẹ́yìn.
00128.wav	00001-00250-99bbb30c	VER	Ìgbìmò àwọn aṣòfin ń ṣe ìpàdé ní inú ilé lọ́dọ̀ Ààrẹ
00129.wav	00001-00250-99bbb30c	VER	Adébáyọ̀ jẹ́ àlejò pàtàkì níbi ayẹyẹ ọ̀hún náà àmọ́, kò wá.
00130.wav	00001-00250-99bbb30c	VER	Ọkùnrin kì í ṣe ọkùnrin lásán, ẹni tó ní ọkàn akin ní í ṣe
00132.wav	00001-00250-99bbb30c	VER	Lára àwọn èèyàn pàtàkì tó wà níbi ayẹyẹ ọ̀hún ni  Adébáyọ̀ Sàlámì
00133.wav	00001-00250-99bbb30c	VER	Ìpínlẹ̀ Ọ̀yọ́ ti ń jẹ̀gbádùn ètò ààbò tó péye.
00134.wav	00001-00250-99bbb30c	VER	Ìjọba ti pèsè omi ẹ̀rọ fún àwọn ará ìlú Irédé.
00135.wav	00001-00250-99bbb30c	VER	Gbogbo adìrẹ àwọn Mogbọ́njúbọ́lá ló ti kú torí kọ́ọ́lí tó ṣe wọ́n.
00139.wav	00001-00250-99bbb30c	VER	Ààrẹ yan Adékúnlé gẹ́gẹ́ bi igbákejì ẹni tí ó gbégbáarókè.
00140.wav	00001-00250-99bbb30c	VER	Ó gbé ọmọ náà lọsí ilé ìtura, ìyàwó rẹ̀ ká wọn nínú aṣemáṣe náà.
00141.wav	00001-00250-99bbb30c	VER	Obìnrin tí ò bímọ̀ ti fara gba oríṣiríṣi ìwọ̀sí láti ọ̀dọ̀ àwọn ẹbí, ará àti ọ̀rẹ́.
00142.wav	00001-00250-99bbb30c	VER	Ọ̀mọ̀wé Ẹlẹ́ṣin, ni yóò dípò Oyèwálé, tí ó fẹ̀yìntì ní ọjọ́ kejì.
00144.wav	00001-00250-99bbb30c	VER	Ọ̀mọ̀wé Ẹlẹ́ṣin jẹ́ ọ̀kan lára àwọn adarí nílé ìfowópamọ́ àgbáyé.
00145.wav	00001-00250-99bbb30c	VER	Ìdásílẹ̀ Àmọ̀tẹ́kùn lòdì sí òfin orílẹ̀-èdè Nàìjiríà ọdún yìí.
00148.wav	00001-00250-99bbb30c	VER	Agbẹjọ́rò fún ìjọba àpapọ̀ ṣàlàyé pé, ọ̀rọ̀ ààbò jẹ ojúṣe ìjọba àpapọ̀.
00149.wav	00001-00250-99bbb30c	VER	Ẹ kúulé là ń kárá ilé, ẹ káàbọ̀ là ń kérò ọ̀nà.
00150.wav	00001-00250-99bbb30c	VER	Àwọn ọmọ ìyá méjì náà gbé ẹjọ́ ara wọn lọ sílé-ẹjọ́.
00152.wav	00001-00250-99bbb30c	VER	Bùhárí ti yan ẹni tó máa gbapò lọ́wọ́ ẹ̀ bó bá kúrò lórí oyè.
00153.wav	00001-00250-99bbb30c	VER	Ìyá àti ọmọ mẹ́ta kú sínú ìjam̀bá ọkọ̀ ní Àkúrẹ́.
00155.wav	00001-00250-99bbb30c	VER	Ẹní bá relé ewu tó bọ̀, ká kíi kú ewu ni.
00156.wav	00001-00250-99bbb30c	VER	Ó ṣeéṣe kí wọ́n yọ Tinúbú kúrò lára àwọn olùdíje fún ipò aàrẹ.
00157.wav	00001-00250-99bbb30c	VER	Muyìíwá Adémọ́lá ní ilé-ẹjọ́ yóò sún ẹjọ́ náà síwájú di ojó kerìnlá.
00159.wav	00001-00250-99bbb30c	VER	Wọ́n sọ ọkùnrin náà sẹ́wọ̀n wọ́n sì gbẹ́sẹ̀ lé àwọn dúkìá rẹ̀.
00161.wav	00001-00250-99bbb30c	VER	Oníṣègùn ní ọdún mẹ́rin ló kù fún Kẹ́mi Afọlábí láti lò lá́yé.
00162.wav	00001-00250-99bbb30c	VER	Wọ́n jí arábìnrin Bámiṣe gbé nínú ọkọ gígùn ní ìlú Èkó.
00163.wav	05251-05500-PB050cdf	VER	Òwò oyin jẹ́ òwò tó lówó lórí púpọ̀ àmọ́ èèyàn lásán ò le è ṣe é. 
00165.wav	00001-00250-99bbb30c	VER	Lẹ́yìn ọdún méje ọ̀lọ́run dá òṣèré náà àti ọkọ rẹ̀ lóhùn.
00166.wav	00001-00250-99bbb30c	VER	Mákinde ti fi ẹlòmíràn rọ́pò igbákejì rẹ̀ fún ìdìbò tó ń bọ̀ lónà.
00167.wav	05251-05500-PB050cdf	VER	Láyé àtijọ ni òògùn wà, ǹjẹ́ a ṣì tún lè sọ pé òògùn wà?
00168.wav	00001-00250-99bbb30c	VER	Ẹgbèrún mẹta làwọn ará ìlú yóò máa wọ ọkọ̀ ojú irin.
00169.wav	00001-00250-99bbb30c	VER	Àwọn àjòjì ló ń ṣe fàyàwọ́ wọnú orílẹ̀ èdè Nàìjíríà.
00170.wav	00001-00250-99bbb30c	VER	Àwọn ọ̀dọ́ dáná sun gbọ́mọ gbọ́mọ kan nígboro Ìbàdàn.
00171.wav	00001-00250-99bbb30c	VER	Mótò ti wà fuń títà ní ọ̀dọ̀ àwọn bàbá Jídé ọlọ́kọ̀.
00172.wav	00001-00250-99bbb30c	VER	Ọọ̀ni bẹ ìjọba kí wọ́n mú àdínkù bá àwọn ọ̀wọ́ngógó oúnjẹ.
00173.wav	00001-00250-99bbb30c	VER	Ilé-ẹjọ́ yóò sọ bóyá Adédoyin àti àwọn òṣiṣẹ́ rẹ̀ yóò jẹ́jọ́ lọ́sẹ̀ yìí.
00177.wav	00001-00250-99bbb30c	VER	Kíkẹ́ purọ́ pé òun lóyún ni ó bá lọ jí ọmọ ọjọ́ mẹ́fà gbé
00178.wav	00001-00250-99bbb30c	VER	Àwọn àjòjì ni wọ́n fi ń ṣe ètùtù ní ìlú náà.
00179.wav	00001-00250-99bbb30c	VER	A lọ sí abúlé ní ilẹ̀-Ọlújìí lọ ṣe ọdún iṣu tuntun.
00180.wav	00001-00250-99bbb30c	VER	Ó léwu kí a máa lo ẹ̀rọ ìbánisọ̀rọ̀ tí a bá ń lo afẹ́fẹ́ gáàsì dáná
00181.wav	00001-00250-99bbb30c	VER	A ó fún wọn nílẹ̀ tí wọn yóò gbé máa ta afẹ́fẹ́ gáàsì.
00182.wav	00001-00250-99bbb30c	VER	Àìmoye ọkọ̀ àti ẹ̀mí ló ṣòfò ní Bẹ́gà nínú ìjàm̀bá iná tó ṣẹlẹ̀.
00183.wav	00001-00250-99bbb30c	VER	Àdó olóró kan dún gbàmù nípínlẹ̀ Òǹdó gbogbo àwọn aráàlú ń sá kíjokíjo.
00184.wav	00001-00250-99bbb30c	VER	Ewúrẹ́ jẹ gbogbo ẹ̀gẹ́ tí ìyá Àdìsá sá síta.
00185.wav	00001-00250-99bbb30c	VER	Ọkẹ́ àìmọye àwọn tó ti jade ní ilé-ẹ̀kọ́ gíga ló ń wáṣẹ́ lẹ́yìn ẹ̀kọ́.
00188.wav	00001-00250-99bbb30c	VER	Àjọ tó ń mójú tó ìwà ìbàjẹ́ ti gbé ọkùnrin náà lọ  sílé-ẹjọ́, ó lóun ò jẹ̀bi.
00189.wav	00001-00250-99bbb30c	VER	Èyí ni ìlérí tí àwọn tó pa Olúwábamiṣe kò jẹ́ kó wá sí ìmúṣẹ.
00190.wav	00001-00250-99bbb30c	VER	Wọ́n ju òkú náà sílẹ̀ lórí eré wọ́n sì ṣíná sọ́kọ̀.
00192.wav	00001-00250-99bbb30c	VER	Àwọn ọmọ Tinúubú yarí pátápátá lẹ́hìn tí wọ́n gbọ́ èsì ìbò.
00193.wav	00001-00250-99bbb30c	VER	Olópàá gba owó àbẹ̀tẹ́lẹ̀ láti fi àwọn ọ̀daràn náà sílẹ̀.
00194.wav	00001-00250-99bbb30c	VER	Ó rọ̀ wọ́n láti máa ṣàtìlẹyìn fún àwọn ẹbí tí àwọn olóògbé náà fi sílẹ̀.
00197.wav	00001-00250-99bbb30c	VER	Ogun náà ti sọ ọ̀pọ̀ di aláàbọ̀ ara, opó àti ọmọ òrukàn.
00199.wav	05251-05500-PB050cdf	VER	Wọ́n bá òkú ọmọkùnrin kan ní ilé ọba; gbogbo ìlú dàrú.
00201.wav	00001-00250-99bbb30c	VER	Àjọ àwọn òṣèrè ti yọ ọ̀kan lára wọn kúrò nínú ẹgbẹ torí ìwà rẹ̀.
00204.wav	00001-00250-99bbb30c	VER	Odún méwàá sí ìsínyìí Nàìjíríà yóò ti di ògbóǹtarìgì nípa ẹ̀rọ ìgbàlódé.
00205.wav	00001-00250-99bbb30c	VER	Gbogbo ọmọ orílẹ̀ èdè Nàìjíríà ni yóò ti ní ìmọ̀ nípa ẹ̀rọ ìgbàlódé.
00207.wav	00001-00250-99bbb30c	VER	Ṣebí wọ́n ní wèrè dùn ún wò lọ́jà àmọ́, kò ṣeé bí lọ́mọ.
00210.wav	00001-00250-99bbb30c	VER	Ààrẹ gbàdúrá pé kí Ọlọ́run tu àwọn ẹbí olóògbé náà nínú.
00212.wav	00001-00250-99bbb30c	VER	Ó ṣe ohun amóríyá fún àwọn ọlọ́pàá tó ti ṣe gudu gudu méje, yàyà mẹfà lẹ́nu iṣẹ́.
00213.wav	00001-00250-99bbb30c	VER	Ìgbéga náà jẹ́ ara akitiyan adarí ilé-isẹ́ ọlọ́pàá lórílẹ̀ èdè Nàíjíríà.
00214.wav	00001-00250-99bbb30c	VER	Àwọn òlùkọ́ lọ sí ibi ìdánwò ìgbéga sí ipò tí ó kàn.
00215.wav	00001-00250-99bbb30c	VER	Kí ó lè dára fún ọ, àti kí ìwọ lè pẹ́ ní ayé.
00216.wav	00001-00250-99bbb30c	VER	Ẹni tó gbégbáarókè nínú ìdíje ère sísá gba àmì ẹ̀yẹ àgbáyé.
00218.wav	00001-00250-99bbb30c	VER	Ohun tí a bá fúrúgbìn ni a máa ká, èèyàn ò leè gbin ẹ̀fọ́ kó ká kòkó.
00219.wav	00001-00250-99bbb30c	VER	Wọ́n gbàdúrà fún ọgbọ́n, ìmọ̀ àti òye láti lè dájọ́ gidi.
00221.wav	00001-00250-99bbb30c	VER	Òṣèrè kan pàdánú ọmọ kan ṣoṣo tó bí gbogbo àwọn ẹbí àti ọ̀rẹ́ lọ ṣe àtìlẹyìn fun. 
00223.wav	00001-00250-99bbb30c	VER	Gbígbẹ̀san nípa gbígba ẹ̀mí máa ń jẹ́ kí ìwà ipá gbilẹ̀ síi.
00224.wav	00001-00250-99bbb30c	VER	Èyí wà lára àwọn ohun tí ó ń fa wàhálà ní àwùjọ tí a wà nísinyìí.
00225.wav	00001-00250-99bbb30c	VER	Ẹ ṣàtìlẹyìn fún ìjọba tó wà nípò: Abíọ́lá Ajímọ́bi.
00226.wav	00001-00250-99bbb30c	VER	Wọ́n ṣètò àjò tó máa tọjú àwọn aláìsàn àti àwọn aláìní.
00227.wav	00001-00250-99bbb30c	VER	Ṣùgbọ́n kí ẹni tí ó ní nínú ọrọ̀ náà máa pèsè ohun rere fún àwọn tí kò ní.
00228.wav	00001-00250-99bbb30c	VER	Oríṣiríṣi ọgbọ́n ló sodo sínú àwọn orin ayé àtijọ́.
00229.wav	00001-00250-99bbb30c	VER	Bí a ba fi ọwọ́ ọ̀tún bá ọmọ wí a máa fi ọwọ́ òsì fa ọmọ náà mọ́ra.
00230.wav	00001-00250-99bbb30c	VER	Ọ̀pọ̀ àwọn èèyàn ló ti ṣẹ̀ mí, èmi náà sì ti ṣẹ ọ̀pọ̀ àwọn èèyàn.
00231.wav	00001-00250-99bbb30c	VER	Ó yẹ kí a ní ẹ̀mí ìdáríjì kí a sì jẹ́ kí ohun tó ti kọjá kọjá lọ.
00232.wav	00001-00250-99bbb30c	VER	Adarí fún àwọn ọmọ ọgọ́fà tí wọ́n bí lọ́jọ́ ọdún tuntun lẹ́bùn.
00234.wav	00001-00250-99bbb30c	VER	Kò sí ẹni tí òye yé, kò sí ẹni ti ó ń wá ọlọ́run.
00235.wav	00001-00250-99bbb30c	VER	Kò dára kí ènìyàn fojú pa ẹlòmíràn rẹ́ torí a ò mọ ẹni tó lè ṣeni lóore.
00236.wav	00001-00250-99bbb30c	VER	Gbogbo èèyàn ló ní ìdí tí a fi dá wà, ìpè oníkálukú ló yàtọ̀
00237.wav	00001-00250-99bbb30c	VER	Èmi náà tí ṣòwò káràkátà rí ní ọjà Gbági nílùú Ìbàdàn.
00238.wav	00001-00250-99bbb30c	VER	Ààrẹ ti bá àwọn ọmọ orílẹ̀-èdè Nàìjíríà yọ àyájọ́ ọdún tuntun.
00239.wav	00001-00250-99bbb30c	VER	Ọlámídé kọ lẹ́tà sí àwọn òbí ẹ̀ láti ilé-ìwe ẹ̀kọ́ gíga.
00240.wav	00001-00250-99bbb30c	VER	Ìpolówó ọjà ní ayé àtijọ́ yàtọ̀ gédégbé sí tí òde òní
00243.wav	00001-00250-99bbb30c	VER	Ìjọba ti ṣe àṣeyọrí lórí iṣẹ́ afárá kejì Èkó tí ó ń lọ lọ́wọ́.
